feature,score
stg3_browser_data_median,7
A_152,7
A_150,7
A_157,7
A_154,7
A_339,6
consume_amount_std,6
stg3_pre_amount_of_bill_max_t5,6
stg1_pre_repayment_min_t5,6
stg2_browser_data_max,6
贷前4SB7,6
Z_1626,6
repay_sub_now_pre_amount_of_bill_1_max,6
credit_amountstg_max_max_min_all,6
stg2_browser_data_var,6
repay_sub_now_median,6
un0,6
A_269,6
stg1_pre_amount_of_bill_max,6
varCreditlimitUseRateLast,6
consume_amount_credit_amount_2_max,6
bf2SB6CC,6
stg3_repay_sub_mean_t5,6
stg3_pre_repayment_max_min_t5,6
bf2SB5CC,6
browse_count_mean_gt,6
stg5_amount_of_bill_left_max_t5,6
A_128,6
stg4_amount_of_bill_left_max_min_t5,6
A_695,6
stg4_pre_amount_of_bill_min_t5,6
repay_sub_now_pre_amount_of_bill_2_max,6
A_115,6
A_114,6
stg1_pre_repayment_max_t5,6
A_176,6
stg5_log_cnt,6
A_90,6
Z_33,6
stg5_pre_amount_of_bill_max_t5_all,6
credit_amount_mean,6
stg4_amount_per_n_max_t5,6
Z_1397,6
A_272,6
stg4_amount_per_n_max_min_t5,6
bank6limit,6
stg2_examount_a_cnt,6
pre_repaymentstg_max_min_all,6
stg1_consume_amount_mean_t5,6
repay_sub_credit_amount_1_max,6
A_397,6
stg10_consume_amount_mean,6
stg2_amount_of_bill_left_var_t5,6
stg10_pre_amount_of_bill_max,6
A_381,6
examount_0_gt_median,6
stg1_amount_of_bill_left_min,6
stg4_pre_amount_of_bill_std,6
A_289,6
A_283,6
A_284,6
Z_2106,6
A_352,6
Z_2211,6
repay_sub_now_pre_repayment_1_max,6
Z_643,6
增量SB4,6
stg2_pre_amount_of_bill_max_t5,6
A_345,6
credit_amount_max_min_all,6
Z_2201,6
stg1_browser_data_count,6
mean_amount_income,6
examount1_std_lt,6
stg5_examount_0_mean,6
A_191,6
Z_57,6
A_373,6
A_374,6
A_400,6
Z_2307,6
bf2SB7WC,6
Z_2309,6
stg4_examount0_cnt,6
Z_1337,6
A_189,6
stg4_examount0_max_min,6
stg2_amount_per_n_max_t5,6
stg4_repay_sub_std_t5,6
A_38,6
A_314,6
credit_amountstg_max_min_all,6
stg1_credit_amount_max_min_t5_all,6
stg4_pre_amount_of_bill_max_t5,6
Z_554,6
A_167,6
stg1_examount1_cnt,6
A_232,6
bf2SB1CC,6
stg1_amount_per_n_min_t5,6
stg10_credit_amount_min,6
stg2_examount_1_max,6
repay_sub_pre_repayment_1_max,6
Z_830,6
pre_repayment_credit_amount_1_max,6
A_204,5
stg5_browser_data_count,5
stg2_examount_1_cnt,5
examount0_mean_gt,5
Z_957,5
repay_sub_now_credit_amount_0_max,5
A_321,5
stg4_repay_sub_min_t5_all,5
amount_of_bill_left_credit_amount_0_min,5
Z_1217,5
A_261,5
A_264,5
repay_sub_now_pre_repayment_1_min,5
Z_596,5
stg4_pre_repayment_min_t5_all,5
pre_amount_of_bill_credit_amount_0_max,5
pre_repayment_pre_amount_of_bill_2_min,5
stg4_amount_of_bill_left_mean_t5,5
Z_1899,5
stg1_examount1_max_min,5
A_95,5
stg5_pre_repayment_max_min_t5,5
examount_1_gt_max_mean,5
stg4_browser_data_count,5
stg1_pre_amount_of_bill_min_t5_all,5
bf2SB6WC,5
A_100,5
A_89,5
Z_1558,5
minLastRefundRate,5
A_250,5
bf3SB4WC,5
amount_of_bill_left_pre_repayment_2_min,5
Z_1614,5
Z_2236,5
Z_2239,5
stg10_examount_1_cnt,5
Z_2107,5
examount1_max_min_all,5
stg1_consume_amount_max_min_t5_all,5
amount_of_bill_left_pre_amount_of_bill_1_min,5
stg4_amount_per_n_mean_t5,5
stg2_browser_data_std,5
stg3_browser_data_max,5
Z_1560,5
stg4_credit_amount_max_t5_all,5
A_516,5
Z_77,5
stg3_browser_data_std,5
mean_NotPayOff_last,5
Z_1356,5
stg4_examount1_var,5
Z_1003,5
A_290,5
Z_2118,5
A_347,5
examount1_var_gt,5
贷前3SB1,5
stg1_pre_repayment_max_min_t5,5
kurtosislastRefundGap,5
examount_0_lt_mean,5
stg6_pre_repayment_cnt,5
Z_1347,5
stg1_amount_of_bill_left_std,5
A_196,5
Z_2300,5
stg6_examount_1_mean,5
Z_373,5
A_180,5
Z_1661,5
stg1_browse_count_std,5
Z_2042,5
Z_2048,5
A_410,5
Z_2313,5
stg1_examount0_min,5
stg5_credit_amount_max,5
stg8_credit_amount_max,5
bf1SB6CC,5
Z_1478,5
A_312,5
A_315,5
Z_2258,5
A_550,5
credit_amount_min_all,5
browseSubBehavior_5,5
examount0_std_all,5
stg9_time_cnt,5
Z_553,5
examount0_median_lt,5
Z_1863,5
stg3_amount_per_n_mean_t5,5
examount1_std_all,5
A_346,5
Z_2069,5
A_309,5
examount_0_gt_min,5
bf3SB7WC,5
Z_1870,5
Z_1302,5
A_156,5
stg5_credit_amount_min_t5_all,4
A_201,4
Z_716,4
Z_1517,4
A_142,4
A_453,4
stg3_examount0_max,4
Z_852,4
Z_584,4
Z_1984,4
stg1_repay_sub_cnt,4
A_131,4
Z_217,4
Z_2185,4
Z_2163,4
stg5_credit_amount_max_min_t5,4
examount_0_lt_max_mean,4
pre_amount_of_bill_min_all,4
Z_2246,4
A_318,4
Z_110,4
Z_111,4
Z_444,4
stg10_examount_a_max,4
consume_amount_pre_amount_of_bill_0_min,4
Z_1881,4
Z_1409,4
Z_2152,4
Z_2192,4
stg10_credit_amount_std,4
stg4_browser_data_median,4
A_126,4
stg4_amount_of_bill_left_max_min_t5_all,4
Z_692,4
stg5_credit_amount_min,4
stg3_consume_amount_mean_t5,4
Z_1521,4
A_249,4
stg3_pre_amount_of_bill_std,4
stg2_amount_per_n_min_t5,4
repay_sub_now_consume_amount_0_max,4
stg2_examount0_min,4
A_105,4
Z_2056,4
A_40,4
A_495,4
stg2_repay_sub_min_t5,4
Z_2234,4
Z_2235,4
examount1_var_lt,4
mean_amount_noSalaryIncome,4
Z_662,4
examount_1_lt_median,4
Z_408,4
Z_406,4
Z_1377,4
A_380,4
Z_1756,4
stg7_examount_a_max,4
Z_2227,4
Z_2221,4
Z_355,4
stg1_amount_per_n_max_min_t5,4
stg1_amount_per_n_max_t5_all,4
A_308,4
stg2_browser_data_count,4
consume_amount_credit_amount_0_max,4
Z_1829,4
stg2_pre_repayment_mean_t5,4
Z_65,4
Z_2205,4
Z_2200,4
贷前3SB6,4
stg7_examount_1_max,4
Z_196,4
Z_2040,4
Z_1249,4
Z_375,4
Z_376,4
Z_1338,4
Z_1465,4
A_413,4
Z_2262,4
stg4_browser_data_max,4
Z_2317,4
Z_2311,4
stg2_pre_amount_of_bill_min_t5,4
stg5_amount_of_bill_left_max_min_t5,4
repay_sub_pre_amount_of_bill_1_min,4
amount_of_bill_left_credit_amount_2_min,4
Z_1253,4
A_175,4
stg5_examount0_std,4
examount_0_lt_median,4
stg3_browser_data_count,4
Z_1315,4
stg2_examount1_max,4
A_163,4
Z_2067,4
Z_2209,4
amount_of_bill_left_credit_amount_1_min,4
bf3SB4CC,4
stg7_examount_a_mean,4
pre_repayment_pre_repayment_1_max,4
Z_1276,4
Z_1695,3
Z_1051,3
repay_sub_consume_amount_2_min,3
Z_84,3
Z_87,3
A_324,3
A_458,3
examount_1_gt_std,3
consume_amount_pre_repayment_0_min,3
stg2_pre_amount_of_bill_min_t5_all,3
Z_725,3
Z_722,3
Z_925,3
Z_103,3
stg2_examount_0_min,3
Z_1981,3
Z_1216,3
Z_1430,3
Z_1556,3
Z_2297,3
Z_1721,3
Z_2169,3
pre_repayment_pre_repayment_2_min,3
Z_446,3
stg2_pre_repayment_min_t5_all,3
Z_2079,3
Z_442,3
Z_440,3
Z_590,3
Z_1530,3
Z_1537,3
Z_208,3
Z_1159,3
Z_1603,3
Z_2179,3
repay_sub_credit_amount_0_max,3
Z_471,3
Z_270,3
Z_1896,3
Z_1893,3
pre_amount_of_bill_credit_amount_1_min,3
Z_307,3
Z_1522,3
Z_1528,3
Z_241,3
A_481,3
examount0_cnt_gt,3
pre_amount_of_bill_credit_amount_1_max,3
Z_1656,3
Z_468,3
A_255,3
Z_2156,3
stg10_time_cnt,3
Z_26,3
A_492,3
repay_substg_max_min_all,3
Z_895,3
Z_894,3
Z_1385,3
amount_of_bill_left_credit_amount_2_max,3
Z_1540,3
Z_1610,3
Z_2121,3
amount_of_bill_left_min,3
Z_1425,3
Z_2232,3
Z_1979,3
Z_796,3
Z_885,3
Z_883,3
stg4_pre_amount_of_bill_mean_t5,3
Z_1388,3
stg3_examount1_median,3
Z_1926,3
Z_1025,3
Z_2007,3
Z_2003,3
Z_1590,3
stg2_pre_repayment_max_t5_all,3
Z_2131,3
Z_2229,3
Z_2228,3
Z_1291,3
Z_1295,3
Z_79,3
Z_75,3
Z_2213,3
Z_1355,3
Z_514,3
Z_510,3
Z_513,3
Z_1828,3
Z_353,3
A_294,3
Z_2124,3
Z_2112,3
pre_amount_of_bill_credit_amount_0_min,3
Z_64,3
Z_271,3
Z_635,3
stg10_amount_of_bill_left_mean,3
Z_368,3
A_193,3
A_15,3
Z_56,3
A_404,3
Z_2306,3
stg1_pre_amount_of_bill_max_min_t5,3
贷前2SB6,3
stg5_examount1_median,3
Z_285,3
Z_287,3
Z_572,3
Z_1809,3
credit_amount_credit_amount_1_max,3
A_187,3
A_27,3
Z_1467,3
Z_1464,3
Z_1468,3
Z_2049,3
A_362,3
stg3_credit_amount_max_t5,3
A_488,3
Z_1920,3
Z_1927,3
Z_1924,3
Z_1817,3
Z_1815,3
Z_145,3
Z_1992,3
Z_1785,3
Z_1788,3
A_427,3
Z_2094,3
Z_2090,3
A_220,3
Z_604,3
Z_971,3
stg2_time_mean,3
stg5_consume_amount_std_t5,3
Z_1866,3
stg5_consume_amount_var_t5,3
Z_1868,3
Z_1316,3
Z_2024,3
Z_1685,3
贷前1SB8,3
A_439,3
stg4_examount0_min,3
Z_767,3
Z_233,3
Z_1693,2
Z_1452,2
Z_2002,2
Z_467,2
Z_712,2
Z_955,2
Z_1842,2
Z_131,2
Z_1997,2
Z_1513,2
Z_1421,2
Z_385,2
Z_638,2
A_205,2
Z_723,2
Z_586,2
Z_1858,2
Z_1855,2
Z_107,2
Z_106,2
Z_104,2
Z_102,2
Z_1987,2
Z_1508,2
Z_1505,2
Z_1501,2
Z_1188,2
Z_218,2
Z_1434,2
Z_2292,2
Z_1493,2
Z_2161,2
Z_932,2
Z_931,2
Z_1787,2
Z_113,2
Z_118,2
Z_1789,2
Z_2073,2
Z_1883,2
Z_1884,2
Z_1888,2
Z_1889,2
stg10_repay_sub_now_cnt,2
Z_2153,2
Z_2196,2
Z_2175,2
Z_2288,2
Z_1228,2
Z_474,2
Z_479,2
Z_478,2
Z_870,2
Z_878,2
stg5_browse_count_std,2
Z_276,2
Z_1898,2
Z_301,2
Z_1709,2
Z_1708,2
A_245,2
Z_2148,2
Z_2198,2
Z_683,2
Z_462,2
Z_1954,2
Z_269,2
Z_317,2
Z_1555,2
Z_1776,2
Z_1605,2
Z_22,2
Z_21,2
stg2_consume_amount_max_t5_all,2
Z_28,2
Z_1745,2
Z_1225,2
Z_1941,2
Z_899,2
Z_890,2
Z_1387,2
Z_257,2
Z_526,2
Z_2010,2
Z_1762,2
Z_800,2
Z_15,2
max_amount_BankStatement,2
Z_882,2
Z_880,2
Z_1375,2
Z_1371,2
Z_1786,2
Z_1118,2
Z_1286,2
Z_1576,2
credit_amount_max_all,2
A_603,2
A_67,2
Z_2116,2
Z_1296,2
Z_348,2
Z_1562,2
Z_1742,2
Z_1036,2
Z_2034,2
Z_2102,2
Z_1632,2
Z_78,2
Z_71,2
Z_73,2
Z_74,2
A_609,2
Z_2218,2
Z_1,2
Z_5,2
Z_477,2
Z_424,2
Z_519,2
Z_1820,2
Z_1821,2
Z_1795,2
Z_351,2
Z_1002,2
Z_1648,2
Z_63,2
Z_2206,2
Z_2203,2
Z_2202,2
Z_273,2
Z_272,2
Z_630,2
Z_1901,2
Z_1907,2
Z_569,2
Z_567,2
Z_1839,2
Z_1349,2
Z_1017,2
Z_1092,2
Z_1658,2
Z_2050,2
Z_2272,2
Z_2277,2
Z_622,2
Z_620,2
Z_195,2
Z_1936,2
Z_1937,2
Z_451,2
Z_6,2
Z_7,2
Z_575,2
stg1_consume_amount_max_t5,2
A_364,2
Z_1069,2
Z_1793,2
Z_1796,2
Z_2263,2
Z_2267,2
Z_2314,2
Z_225,2
Z_618,2
Z_358,2
Z_605,2
stg1_credit_amount_max_min_t5,2
Z_1923,2
Z_1921,2
Z_1257,2
Z_146,2
Z_1321,2
Z_1320,2
Z_1498,2
Z_1471,2
Z_2095,2
stg2_examount0_max,2
Z_602,2
Z_2110,2
Z_771,2
Z_806,2
Z_1640,2
Z_394,2
Z_390,2
Z_1318,2
Z_1311,2
A_611,2
Z_129,2
Z_1689,2
Z_1686,2
Z_1681,2
Z_2184,2
Z_1443,2
Z_1045,2
Z_2061,2
Z_2247,2
Z_2087,2
Z_1601,2
Z_948,2
Z_947,2
Z_910,2
Z_834,2
stg3_examount0_median,2
Z_1800,2
stg1_examount0_mean,2
Z_121,2
Z_127,2
Z_126,2
Z_231,2
Z_1696,1
Z_1757,1
Z_1451,1
Z_1023,1
Z_91,1
Z_1054,1
Z_1058,1
Z_1738,1
Z_804,1
Z_711,1
Z_718,1
Z_1224,1
Z_828,1
Z_826,1
Z_820,1
Z_1849,1
Z_1844,1
Z_1840,1
Z_482,1
Z_481,1
Z_138,1
Z_139,1
Z_132,1
Z_130,1
Z_1622,1
Z_135,1
Z_1999,1
Z_1624,1
Z_1996,1
Z_1994,1
Z_1625,1
Z_1514,1
Z_1515,1
Z_1628,1
Z_2133,1
Z_1198,1
Z_228,1
Z_229,1
Z_1203,1
Z_1200,1
Z_1205,1
Z_1209,1
Z_86,1
Z_83,1
Z_89,1
Z_1424,1
Z_1048,1
Z_1730,1
A_509,1
log_cnt_gt,1
Z_266,1
Z_1322,1
Z_724,1
Z_923,1
Z_926,1
Z_929,1
Z_928,1
Z_583,1
Z_850,1
Z_585,1
Z_1853,1
Z_1852,1
Z_1851,1
Z_1856,1
Z_453,1
Z_109,1
Z_108,1
Z_1989,1
Z_1986,1
Z_1504,1
Z_1506,1
Z_845,1
Z_214,1
Z_1189,1
Z_1211,1
Z_1210,1
Z_1439,1
Z_1824,1
Z_1436,1
Z_1429,1
Z_2290,1
Z_2294,1
Z_1720,1
Z_1729,1
Z_1728,1
Z_2180,1
Z_2166,1
Z_2162,1
Z_2168,1
Z_739,1
Z_447,1
Z_114,1
Z_848,1
Z_849,1
Z_441,1
Z_448,1
Z_598,1
Z_1532,1
Z_1533,1
Z_1535,1
Z_1536,1
Z_203,1
Z_1886,1
Z_1887,1
Z_1226,1
Z_1227,1
Z_1220,1
Z_1156,1
Z_1408,1
Z_1606,1
Z_1080,1
Z_1083,1
Z_1538,1
Z_2158,1
Z_1711,1
Z_1713,1
Z_1719,1
Z_2150,1
Z_2174,1
Z_2177,1
Z_2173,1
Z_2287,1
Z_2286,1
Z_2283,1
Z_2280,1
bf4SB6CC,1
Z_908,1
Z_900,1
Z_694,1
Z_690,1
Z_699,1
Z_1404,1
Z_473,1
Z_472,1
Z_476,1
Z_874,1
Z_872,1
Z_1239,1
Z_1892,1
Z_1413,1
Z_1411,1
Z_1416,1
Z_1143,1
Z_1418,1
Z_1094,1
Z_300,1
Z_1099,1
Z_1526,1
Z_1525,1
Z_1702,1
Z_1848,1
Z_2140,1
Z_2142,1
Z_2144,1
Z_2145,1
Z_2146,1
Z_2147,1
Z_1121,1
Z_37,1
Z_1087,1
Z_1651,1
Z_689,1
Z_469,1
Z_465,1
stg3_browser_data_log_cnt,1
Z_1955,1
Z_1953,1
Z_865,1
Z_868,1
Z_1395,1
Z_1392,1
Z_1398,1
Z_977,1
Z_974,1
Z_972,1
Z_2055,1
Z_973,1
Z_606,1
Z_316,1
Z_318,1
Z_319,1
Z_1553,1
Z_1554,1
Z_1559,1
Z_1770,1
Z_1771,1
Z_1609,1
Z_2279,1
Z_23,1
Z_1108,1
Z_1191,1
Z_679,1
Z_220,1
Z_414,1
Z_788,1
Z_1948,1
Z_781,1
Z_780,1
Z_1943,1
Z_786,1
Z_893,1
Z_1383,1
Z_1382,1
Z_1380,1
Z_256,1
Z_252,1
Z_250,1
Z_2186,1
Z_2303,1
Z_2039,1
Z_1163,1
Z_1160,1
Z_321,1
Z_328,1
Z_1542,1
Z_1545,1
Z_1547,1
Z_1549,1
Z_2033,1
Z_2018,1
Z_2019,1
Z_2016,1
Z_2011,1
Z_1764,1
Z_1428,1
Z_80,1
Z_802,1
Z_2120,1
Z_1619,1
Z_1618,1
Z_40,1
Z_12,1
Z_2237,1
Z_1867,1
Z_669,1
Z_666,1
Z_665,1
Z_2103,1
Z_1752,1
Z_400,1
Z_401,1
Z_407,1
Z_405,1
Z_1737,1
Z_1977,1
Z_1379,1
Z_1376,1
Z_1374,1
Z_1372,1
Z_1370,1
Z_536,1
Z_534,1
Z_535,1
Z_249,1
Z_1183,1
Z_1631,1
Z_1115,1
Z_1281,1
Z_1285,1
Z_336,1
Z_333,1
Z_1577,1
Z_1751,1
Z_1759,1
Z_1596,1
Z_1592,1
Z_627,1
Z_2014,1
Z_2134,1
Z_2136,1
Z_1750,1
Z_967,1
Z_2220,1
Z_2223,1
Z_658,1
Z_906,1
Z_650,1
Z_657,1
Z_654,1
Z_437,1
Z_433,1
Z_432,1
Z_431,1
Z_1966,1
Z_1964,1
Z_193,1
Z_1368,1
Z_1367,1
Z_1366,1
Z_1361,1
Z_507,1
Z_509,1
Z_197,1
Z_1107,1
Z_1298,1
Z_1297,1
Z_346,1
Z_1561,1
Z_994,1
Z_1743,1
Z_1741,1
Z_1747,1
Z_1746,1
Z_1033,1
Z_2031,1
Z_1748,1
Z_1583,1
Z_1589,1
Z_1588,1
Z_2052,1
Z_2104,1
Z_2105,1
Z_2109,1
Z_1635,1
Z_70,1
Z_2210,1
Z_2214,1
Z_2215,1
Z_2217,1
Z_3,1
Z_2101,1
Z_644,1
Z_645,1
Z_646,1
Z_647,1
Z_2068,1
Z_421,1
Z_422,1
Z_423,1
Z_426,1
Z_428,1
Z_1911,1
Z_1917,1
Z_2064,1
Z_1802,1
Z_1359,1
Z_1353,1
Z_1354,1
Z_516,1
stg1_examount1_median,1
Z_1000,1
Z_1001,1
Z_1008,1
Z_2126,1
Z_2117,1
Z_1645,1
Z_371,1
Z_69,1
Z_61,1
Z_60,1
Z_66,1
Z_2207,1
Z_2204,1
Z_2023,1
Z_721,1
Z_2022,1
Z_275,1
Z_633,1
Z_637,1
Z_989,1
Z_1233,1
Z_1895,1
Z_1236,1
Z_1905,1
Z_1904,1
Z_1909,1
Z_1908,1
Z_747,1
Z_740,1
Z_568,1
Z_299,1
Z_298,1
Z_561,1
Z_560,1
Z_563,1
Z_562,1
Z_565,1
Z_296,1
Z_294,1
Z_1834,1
Z_1837,1
Z_1831,1
Z_1833,1
Z_1299,1
Z_365,1
Z_362,1
Z_169,1
Z_168,1
Z_851,1
Z_1345,1
Z_1340,1
Z_857,1
Z_1913,1
Z_1123,1
Z_1126,1
Z_1916,1
Z_1652,1
Z_50,1
Z_59,1
Z_2057,1
Z_2054,1
Z_1637,1
Z_1662,1
A_648,1
Z_626,1
Z_624,1
Z_997,1
Z_998,1
Z_999,1
Z_628,1
Z_199,1
Z_194,1
Z_1938,1
Z_1934,1
Z_757,1
Z_1933,1
Z_455,1
Z_289,1
Z_579,1
Z_573,1
Z_570,1
Z_1801,1
Z_1807,1
Z_1706,1
Z_2044,1
Z_1248,1
Z_1246,1
Z_1245,1
Z_1242,1
Z_946,1
Z_372,1
Z_374,1
Z_379,1
Z_178,1
Z_179,1
Z_1334,1
Z_1068,1
Z_1062,1
Z_1791,1
Z_1067,1
Z_1480,1
Z_1481,1
Z_1483,1
Z_1623,1
Z_1668,1
Z_1669,1
Z_1462,1
Z_1461,1
Z_1469,1
Z_44,1
Z_46,1
Z_48,1
Z_2045,1
Z_2268,1
Z_2260,1
Z_2129,1
Z_1914,1
Z_2316,1
Z_1503,1
Z_969,1
Z_966,1
Z_961,1
Z_962,1
Z_216,1
Z_1813,1
Z_546,1
Z_1812,1
Z_1811,1
Z_1252,1
Z_386,1
Z_382,1
Z_1078,1
Z_1071,1
Z_1075,1
Z_1615,1
Z_1438,1
Z_1474,1
Z_1476,1
Z_1472,1
Z_1479,1
Z_1784,1
Z_1782,1
Z_1781,1
Z_2075,1
Z_2254,1
Z_2255,1
Z_2253,1
Z_2097,1
Z_2092,1
Z_2093,1
Z_2091,1
A_558,1
Z_1878,1
BeforeLoanCount5,1
Z_608,1
Z_609,1
Z_615,1
Z_600,1
Z_601,1
Z_970,1
Z_795,1
Z_773,1
Z_1011,1
Z_552,1
Z_1723,1
Z_556,1
Z_559,1
Z_2212,1
Z_1269,1
Z_398,1
Z_399,1
Z_396,1
Z_395,1
Z_393,1
Z_391,1
Z_240,1
Z_152,1
Z_153,1
Z_1317,1
Z_1312,1
Z_1313,1
Z_2025,1
Z_614,1
Z_1688,1
Z_613,1
Z_1682,1
Z_1683,1
Z_1442,1
Z_611,1
Z_1446,1
Z_1447,1
Z_2182,1
Z_2243,1
Z_2244,1
Z_2249,1
Z_2084,1
Z_2083,1
Z_2089,1
Z_2088,1
Z_943,1
Z_68,1
Z_940,1
Z_944,1
Z_1289,1
Z_701,1
Z_700,1
Z_702,1
stg2_consume_amount_std_t5,1
Z_833,1
Z_836,1
Z_839,1
Z_496,1
Z_761,1
Z_123,1
Z_124,1
Z_1303,1
Z_1301,1
Z_1304,1
Z_230,1
Z_1270,1
